retailer_name,retailer_website,external_product_id,external_variant_id,product_name,variant_name,brand,category,description,image,slug,external_url,affiliate_url,external_gtin,price,shipping_known,shipping_cost,in_stock,is_for_sale,size,size_unit,flavour,product_format,pack_count,source_updated_at
Fit House,https://fithouse.uk,10081679147248,49962376200432,Osavi Magnesium Citrate with Vitamin B6 90 Capsules,Default,Osavi,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_3_6c85df02-ef6f-41ee-815e-bec21f5c0a36.jpg?v=1783001377,osavi-magnesium-citrate-vitamin-b6-90-capsules,https://fithouse.uk/products/osavi-magnesium-citrate-vitamin-b6-90-vegan-caps?variant=49962376200432,https://fithouse.uk/products/osavi-magnesium-citrate-vitamin-b6-90-vegan-caps?variant=49962376200432,,11.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10083619340528,49968397811952,Osavi Digestive Enzymes with Probiotic 60 Capsules,Default,Osavi,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_5_78e4a7d7-3604-4a01-965c-c6c79799cad6.jpg?v=1783077851,osavi-digestive-enzymes-probiotic-60-capsules,https://fithouse.uk/products/osavi-digestive-enzymes-probiotic-60-vegan-capsules?variant=49968397811952,https://fithouse.uk/products/osavi-digestive-enzymes-probiotic-60-vegan-capsules?variant=49968397811952,,19.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10033393893616,49763835314416,Now Foods Turmeric Curcumin 120 Softgels,Default,Now Foods,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/1_2df693f3-f9d3-4161-b1fc-508042d3dc46.jpg?v=1779718537,now-foods-turmeric-curcumin-120-softgels,https://fithouse.uk/products/now-foods-turmeric-curcumin-gels-120-softgels?variant=49763835314416,https://fithouse.uk/products/now-foods-turmeric-curcumin-gels-120-softgels?variant=49763835314416,,39.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10028557009136,49745349804272,TBJP Berberine 60 Capsules,Default,TBJP,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_24.png?v=1779202549,tbjp-berberine-60-capsules,https://fithouse.uk/products/tbjp-berberine-60-caps?variant=49745349804272,https://fithouse.uk/products/tbjp-berberine-60-caps?variant=49745349804272,,14.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10028561989872,49745363337456,Trec Nutrition ALA 250mg 60 Capsules,Default,Trec Nutrition,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_25.png?v=1779202899,trec-nutrition-ala-250mg-60-capsules,https://fithouse.uk/products/trec-nutrition-ala-250-60-caps?variant=49745363337456,https://fithouse.uk/products/trec-nutrition-ala-250-60-caps?variant=49745363337456,,9.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10028475810032,49745019797744,Nutrend Creatine Compressed 120 Capsules,Default,Nutrend,Creatine,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_7_52b213a7-ba98-4c1d-ba99-6e06ece8797e.png?v=1779193151,nutrend-creatine-compressed-120-capsules,https://fithouse.uk/products/nutrend-creatine-compressed-capsules-120-caps?variant=49745019797744,https://fithouse.uk/products/nutrend-creatine-compressed-capsules-120-caps?variant=49745019797744,,19.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10028500615408,49745097097456,EFX Sports Kre-Alkalyn EFX 120 Capsules,Default,EFX Sports,Creatine,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_19.png?v=1779196701,efx-sports-kre-alkalyn-efx-120-capsules,https://fithouse.uk/products/efx-sports-kre-alkalyn®-efx-120-caps?variant=49745097097456,https://fithouse.uk/products/efx-sports-kre-alkalyn®-efx-120-caps?variant=49745097097456,,19.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,10077997170928,49936354246896,Osavi Liposomal Iron 20mg 60 Capsules,Default,Osavi,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_2_9d77d740-7260-4e45-b5ab-37be7c789c2d.jpg?v=1782924923,osavi-liposomal-iron-20mg-60-capsules,https://fithouse.uk/products/liposomal-iron-20-mg-60-vegan-capsules?variant=49936354246896,https://fithouse.uk/products/liposomal-iron-20-mg-60-vegan-capsules?variant=49936354246896,,9.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8271543730416,44086631203056,Osavi Selenium 200mcg 90 Capsules,Default,Osavi,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_2_206e3371-e85d-48be-bc6b-efc03cb8ac1d.jpg?v=1783000044,osavi-selenium-200mcg-90-capsules,https://fithouse.uk/products/osavi-selenium-200μg-90-vegan-capsules?variant=44086631203056,https://fithouse.uk/products/osavi-selenium-200μg-90-vegan-capsules?variant=44086631203056,,7.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8493486047472,45060015816944,OstroVit Pure Glycine 200g,Default,OstroVit,Amino Acids,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/photo_1_3a35bebd-7ff4-41f1-ab58-f60f0bc59024.jpg?v=1759769313,ostrovit-pure-glycine-200g,https://fithouse.uk/products/ostrovit-pure-glycine-200-g-natural?variant=45060015816944,https://fithouse.uk/products/ostrovit-pure-glycine-200-g-natural?variant=45060015816944,,5.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9370163708144,47256749310192,Trec Nutrition Korean Ginseng 90 Capsules,Default,Trec Nutrition,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/gins.png?v=1740483768,trec-nutrition-korean-ginseng-90-capsules,https://fithouse.uk/products/trec-korean-ginseng-90-caps?variant=47256749310192,https://fithouse.uk/products/trec-korean-ginseng-90-caps?variant=47256749310192,,11.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9347715301616,47200433537264,Applied Nutrition L-Glutamine Powder 250g,Default,Applied Nutrition,Amino Acids,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_1_7bb1ef60-f187-4b29-8aba-0a82eeae0d81.jpg?v=1778256342,applied-nutrition-l-glutamine-powder-250g,https://fithouse.uk/products/applied-nutrition-l-glutamine-powder-50-servings?variant=47200433537264,https://fithouse.uk/products/applied-nutrition-l-glutamine-powder-50-servings?variant=47200433537264,,12.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9347657269488,47199875530992,Now Foods MSM 1500mg 200 Tablets,Default,Now Foods,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/msm.png?v=1739023478,now-foods-msm-1500mg-200-tablets,https://fithouse.uk/products/msm-1500-mg-200-tabs?variant=47199875530992,https://fithouse.uk/products/msm-1500-mg-200-tabs?variant=47199875530992,,19.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9107338264816,46807233691888,Now Foods Relora 300mg 60 Capsules,Default,Now Foods,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/relora.jpg?v=1731939953,now-foods-relora-300mg-60-capsules,https://fithouse.uk/products/now-foods-relora-300-mg-60-veg-caps?variant=46807233691888,https://fithouse.uk/products/now-foods-relora-300-mg-60-veg-caps?variant=46807233691888,,15.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9060070064368,46672200106224,Swanson Milk Thistle 120 Capsules,Default,Swanson,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_5_8e93ff17-6340-4316-b33d-5b71a564e10e.jpg?v=1728649001,swanson-milk-thistle-120-capsules,https://fithouse.uk/products/swanson-milk-thistle-120-caps?variant=46672200106224,https://fithouse.uk/products/swanson-milk-thistle-120-caps?variant=46672200106224,,12.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9058975187184,46667614945520,Now Foods Choline & Inositol 100 Capsules,Default,Now Foods,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/now_foods_choline_inositol.jpg?v=1728570119,now-foods-choline-inositol-100-capsules,https://fithouse.uk/products/now-foods-choline-inositol-100-veg-caps?variant=46667614945520,https://fithouse.uk/products/now-foods-choline-inositol-100-veg-caps?variant=46667614945520,,12.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8969071853808,46453750563056,Now Foods Evening Primrose Oil 500mg 100 Softgels,Default,Now Foods,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_2_6f311f45-1ac0-4f4c-894b-a8c3b6344884.jpg?v=1723148676,now-foods-evening-primrose-oil-500mg-100-softgels,https://fithouse.uk/products/now-foods-evening-primrose-oil-500-mg-100-gel-caps?variant=46453750563056,https://fithouse.uk/products/now-foods-evening-primrose-oil-500-mg-100-gel-caps?variant=46453750563056,,12.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8905761685744,46257717706992,Now Foods Chromium Picolinate 200mcg 100 Capsules,Default,Now Foods,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_15.jpg?v=1719593412,now-foods-chromium-picolinate-200mcg-100-capsules,https://fithouse.uk/products/now-chromium-picolinate-200-mcg-vege-caps?variant=46257717706992,https://fithouse.uk/products/now-chromium-picolinate-200-mcg-vege-caps?variant=46257717706992,,7.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8816824549616,46035332563184,OstroVit Garlic 90 Capsules,Default,OstroVit,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_2_325a8523-f902-4bcb-bc93-97e315a7beeb.jpg?v=1716547533,ostrovit-garlic-90-capsules,https://fithouse.uk/products/ostrovit-garlic-90-caps?variant=46035332563184,https://fithouse.uk/products/ostrovit-garlic-90-caps?variant=46035332563184,,8.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8776332837104,45939205177584,Doctor's Best Vitamin D3 5000 IU 180 Softgels,Default,Doctor's Best,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_9.jpg?v=1715269598,doctors-best-vitamin-d3-5000-iu-180-softgels,https://fithouse.uk/products/doctors-best-vitamin-d3-125-mcg-5000-iu-180-softgel-caps?variant=45939205177584,https://fithouse.uk/products/doctors-best-vitamin-d3-125-mcg-5000-iu-180-softgel-caps?variant=45939205177584,,10.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8776286798064,45938772279536,Doctor's Best Real Krill 350mg 60 Softgels,Default,Doctor's Best,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_7_be239c1b-f2c7-40d9-b0ca-5a18cbb8c93c.jpg?v=1715265436,doctors-best-real-krill-350mg-60-softgels,https://fithouse.uk/products/doctors-best-real-krill-350-mg-60-softgel-caps?variant=45938772279536,https://fithouse.uk/products/doctors-best-real-krill-350-mg-60-softgel-caps?variant=45938772279536,,19.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8511414534384,45128091402480,Now Foods Taurine Powder 227g,Default,Now Foods,Amino Acids,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign-2024-02-23T183240.229.jpg?v=1708713412,now-foods-taurine-powder-227g,https://fithouse.uk/products/now-foods-taurine-powder-227g?variant=45128091402480,https://fithouse.uk/products/now-foods-taurine-powder-227g?variant=45128091402480,,14.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8493494370544,45060077060336,Now Foods MSM Powder 227g,Default,Now Foods,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign-2024-02-09T135310.728.jpg?v=1707487067,now-foods-msm-powder-227g,https://fithouse.uk/products/now-foods-msm-powder-227g?variant=45060077060336,https://fithouse.uk/products/now-foods-msm-powder-227g?variant=45060077060336,,12.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8334171177200,44264725479664,Swanson Triphala 500mg 100 Capsules,Default,Swanson,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign-2023-10-06T125445.988.jpg?v=1696593468,swanson-triphala-500mg-100-capsules,https://fithouse.uk/products/swanson-triphala-500mg-100-caps?variant=44264725479664,https://fithouse.uk/products/swanson-triphala-500mg-100-caps?variant=44264725479664,,9.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8163807887600,43643596734704,Osavi B-Complex 60 Capsules,Default,Osavi,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_1_dc6bd6f9-d878-4180-9795-e89732c47c10.jpg?v=1782921895,osavi-b-complex-60-capsules,https://fithouse.uk/products/osavi-b-complex-60-vege-caps?variant=43643596734704,https://fithouse.uk/products/osavi-b-complex-60-vege-caps?variant=43643596734704,,9.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9370261913840,47256925995248,Trec Nutrition CM3 PRO+ 200 Capsules,Default,Trec Nutrition,Creatine,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_3_bbcf63b0-8426-4c73-aadd-e0498500ca98.jpg?v=1759331915,trec-nutrition-cm3-pro-plus-200-capsules,https://fithouse.uk/products/trec-nutrition-cm3-pro-limited-edition-200-caps?variant=47256925995248,https://fithouse.uk/products/trec-nutrition-cm3-pro-limited-edition-200-caps?variant=47256925995248,,17.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9347456499952,47199527305456,Now Foods Potassium Plus Iodine 180 Tablets,Default,Now Foods,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/potassium.png?v=1739015352,now-foods-potassium-plus-iodine-180-tablets,https://fithouse.uk/products/potassium-plus-iodine-180-tabs?variant=47199527305456,https://fithouse.uk/products/potassium-plus-iodine-180-tabs?variant=47199527305456,,10.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9179043856624,47000406130928,Swanson Nattokinase 2000 FU 100mg 30 Capsules,Default,Swanson,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/natto.jpg?v=1737402720,swanson-nattokinase-2000-fu-100mg-30-capsules,https://fithouse.uk/products/swanson-nattokinase-2-000-fu-100-mg-30-caps?variant=47000406130928,https://fithouse.uk/products/swanson-nattokinase-2-000-fu-100-mg-30-caps?variant=47000406130928,,12.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8245425144048,43977956917488,Doctor's Best NAC 60 Capsules,Default,Doctor's Best,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/products/Untitleddesign_17_3980e1de-3648-4e93-94cc-a8001d487361.jpg?v=1679667229,doctors-best-nac-60-capsules,https://fithouse.uk/products/doctors-best-nac-60-vege-caps?variant=43977956917488,https://fithouse.uk/products/doctors-best-nac-60-vege-caps?variant=43977956917488,,14.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,9059083157744,46668144247024,Now Foods Niacin 500mg Flush-Free 90 Capsules,Default,Now Foods,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_1_84b2d039-0458-47f7-b248-29885cadc68c.jpg?v=1728576069,now-foods-niacin-500mg-flush-free-90-capsules,https://fithouse.uk/products/now-foods-niacin-500-mg-flush-free-90-veg-caps?variant=46668144247024,https://fithouse.uk/products/now-foods-niacin-500-mg-flush-free-90-veg-caps?variant=46668144247024,,18.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8929298252016,46323272614128,Osavi Rhodiola Rosea Root 400mg 120 Capsules,Default,Osavi,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_757af0f6-30b7-4f40-9a5c-974dc207243d.jpg?v=1782992534,osavi-rhodiola-rosea-root-400mg-120-capsules,https://fithouse.uk/products/osavi-rhodiola-rosea-root-400-mg-120-vege-caps?variant=46323272614128,https://fithouse.uk/products/osavi-rhodiola-rosea-root-400-mg-120-vege-caps?variant=46323272614128,,10.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8776311636208,45938991890672,Doctor's Best Fully Active B12 1500mcg 60 Capsules,Default,Doctor's Best,Vitamins,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_8_7b927b0f-ee42-4f0b-ae46-ad93eeaaa357.jpg?v=1715266261,doctors-best-fully-active-b12-1500mcg-60-capsules,https://fithouse.uk/products/doctors-best-fully-active-b12-1-500-mcg-60-vege-caps?variant=45938991890672,https://fithouse.uk/products/doctors-best-fully-active-b12-1-500-mcg-60-vege-caps?variant=45938991890672,,9.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8493540278512,45060374167792,Osavi Maca 1000mg 120 Capsules,Default,Osavi,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_1_07a19065-e53c-4987-864d-a64e189973fa.jpg?v=1782833726,osavi-maca-1000mg-120-capsules,https://fithouse.uk/products/osavi-maca-1000mg-120-vege-caps?variant=45060374167792,https://fithouse.uk/products/osavi-maca-1000mg-120-vege-caps?variant=45060374167792,,14.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
Fit House,https://fithouse.uk,8479801114864,45001872048368,Osavi Fenugreek 550mg 60 Capsules,Default,Osavi,Health Supplements,,https://cdn.shopify.com/s/files/1/0661/8202/1360/files/Untitleddesign_3_b1e813b4-643e-4ad3-a4b6-ea35ecd3332a.jpg?v=1782989834,osavi-fenugreek-550mg-60-capsules,https://fithouse.uk/products/osavi-fenugreek-60-vege-caps?variant=45001872048368,https://fithouse.uk/products/osavi-fenugreek-60-vege-caps?variant=45001872048368,,9.99,true,3.99,true,true,,,,,,2026-07-26T14:09:40+01:00
