retailer_name,retailer_website,external_product_id,external_variant_id,product_name,variant_name,brand,category,description,image,slug,external_url,affiliate_url,external_gtin,price,shipping_known,shipping_cost,in_stock,is_for_sale,size,size_unit,flavour,product_format,pack_count,source_updated_at,external_sku,external_options,product_id,product_variant_id
6 Pack Supplements,https://6pack-supplements.co.uk,11477,11477,Trec Nutrition MCT Gold Oil 400ml,Unflavoured / 400ml,Trec Nutrition,Health Supplements,,https://6pack-supplements.co.uk/wp-content/uploads/2022/06/trec_nutiriton_mct_oil_keto_6pack_supplements.jpg,trec-nutrition-mct-gold-oil-400ml,https://6pack-supplements.co.uk/product/trec-nutrition-mct-gold-oil-400ml/,https://6pack-supplements.co.uk/product/trec-nutrition-mct-gold-oil-400ml/,,14.99,true,4.99,false,true,400,ml,Unflavoured,liquid,1,2026-07-29T15:25:36.994Z,5901828345463,{},1122,2448
6 Pack Supplements,https://6pack-supplements.co.uk,16689,16689,Real Pharm Crea-Stack 420g,Mango-Passion Fruit / 420g,Real Pharm,Creatine,,https://6pack-supplements.co.uk/wp-content/uploads/2023/09/6pack_supplements_creatine_monohydrate_muscle_siez_muscle_grow_mass.jpg,real-pharm-crea-stack-420g,https://6pack-supplements.co.uk/product/real-pharm-crea-stack-3typesof-creatine-mono-hcl-tcm-420g-orange/,https://6pack-supplements.co.uk/product/real-pharm-crea-stack-3typesof-creatine-mono-hcl-tcm-420g-orange/,,28.90,true,4.99,true,true,420,g,Mango-Passion Fruit,powder,1,2026-07-29T15:25:37.138Z,5902444708571,{},1123,2450
6 Pack Supplements,https://6pack-supplements.co.uk,23149,23149,Nordic Labs Fadogia Agrestis 60 Capsules,Unflavoured / 60 capsules,Nordic Labs,Testosterone Boosters,,https://6pack-supplements.co.uk/wp-content/uploads/2024/10/233.jpg,nordic-labs-fadogia-agrestis-60-capsules,https://6pack-supplements.co.uk/product/fadogia-agrestis-60-caps/,https://6pack-supplements.co.uk/product/fadogia-agrestis-60-caps/,,25.00,true,4.99,true,true,,,Unflavoured,capsule,1,2026-07-29T15:25:37.346Z,5060803380124,{},1124,2452
6 Pack Supplements,https://6pack-supplements.co.uk,28570,29091,Skull Labs Angel Dust PUMP Pre-Workout,Watermelon Explosion / 1 tub,Skull Labs,Pre Workout,,https://6pack-supplements.co.uk/wp-content/uploads/2025/07/Skull-Labs-Angel-dust-dmaa-6pack-supplements.jpg,skull-labs-angel-dust-pump-pre-workout,https://6pack-supplements.co.uk/product/skull-labs-angel-dust-pump-pre-workout-fruit-killer-flavor/,https://6pack-supplements.co.uk/product/skull-labs-angel-dust-pump-pre-workout-fruit-killer-flavor/,,55.00,true,4.99,false,true,,,Watermelon Explosion,powder,1,2026-07-29T15:25:37.504Z,,{},1125,2454
6 Pack Supplements,https://6pack-supplements.co.uk,28570,29094,Skull Labs Angel Dust PUMP Pre-Workout,Blue Raspberry Attack / 1 tub,Skull Labs,Pre Workout,,https://6pack-supplements.co.uk/wp-content/uploads/2025/07/Skull-Labs-Angel-dust-dmaa-6pack-supplements.jpg,skull-labs-angel-dust-pump-pre-workout,https://6pack-supplements.co.uk/product/skull-labs-angel-dust-pump-pre-workout-fruit-killer-flavor/,https://6pack-supplements.co.uk/product/skull-labs-angel-dust-pump-pre-workout-fruit-killer-flavor/,,55.00,true,4.99,false,true,,,Blue Raspberry Attack,powder,1,2026-07-29T15:25:37.504Z,,{},1125,2455
6 Pack Supplements,https://6pack-supplements.co.uk,28570,29097,Skull Labs Angel Dust PUMP Pre-Workout,Crazy Lychee / 1 tub,Skull Labs,Pre Workout,,https://6pack-supplements.co.uk/wp-content/uploads/2025/07/Skull-Labs-Angel-dust-dmaa-6pack-supplements.jpg,skull-labs-angel-dust-pump-pre-workout,https://6pack-supplements.co.uk/product/skull-labs-angel-dust-pump-pre-workout-fruit-killer-flavor/,https://6pack-supplements.co.uk/product/skull-labs-angel-dust-pump-pre-workout-fruit-killer-flavor/,,55.00,true,4.99,false,true,,,Crazy Lychee,powder,1,2026-07-29T15:25:37.504Z,,{},1125,2456
6 Pack Supplements,https://6pack-supplements.co.uk,6755,29475,Applied Nutrition High Protein Shake 500ml,Double Chocolate / 1 Bottle / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2021/05/applied-nutrition-shake-500g-chocolate-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-double-chocolate-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-double-chocolate-500ml/,,3.99,true,4.99,true,true,500,ml,Double Chocolate,ready-to-drink,1,2026-07-29T15:25:37.665Z,,"{""Retailer Flavour"":""1 Bottle""}",1126,2458
6 Pack Supplements,https://6pack-supplements.co.uk,6755,29478,Applied Nutrition High Protein Shake 500ml,Double Chocolate / 8-Pack / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2021/05/applied-nutrition-shake-500g-chocolate-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-double-chocolate-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-double-chocolate-500ml/,,26.00,true,4.99,true,true,500,ml,Double Chocolate,ready-to-drink,8,2026-07-29T15:25:37.665Z,,"{""Pack"":""8"",""Retailer Flavour"":""8-Pack""}",1126,2459
6 Pack Supplements,https://6pack-supplements.co.uk,8135,29481,Applied Nutrition High Protein Shake 500ml,Strawberries & Cream / 1 Bottle / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2022/02/applied-nutrition-shake-500g-strawberry-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-strawberries-cream-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-strawberries-cream-500ml/,,3.99,true,4.99,true,true,500,ml,Strawberries & Cream,ready-to-drink,1,2026-07-29T15:25:37.822Z,,"{""Retailer Flavour"":""1 Bottle""}",1126,2460
6 Pack Supplements,https://6pack-supplements.co.uk,8135,29484,Applied Nutrition High Protein Shake 500ml,Strawberries & Cream / 8-Pack / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2022/02/applied-nutrition-shake-500g-strawberry-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-strawberries-cream-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-strawberries-cream-500ml/,,26.00,true,4.99,true,true,500,ml,Strawberries & Cream,ready-to-drink,8,2026-07-29T15:25:37.823Z,,"{""Pack"":""8"",""Retailer Flavour"":""8-Pack""}",1126,2461
6 Pack Supplements,https://6pack-supplements.co.uk,6753,29496,Applied Nutrition High Protein Shake 500ml,Vanilla Ice Cream / 1 Bottle / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2021/05/applied-nutrition-shake-500g-vanilla-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-vanilla-ice-cream-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-vanilla-ice-cream-500ml/,,3.99,true,4.99,true,true,500,ml,Vanilla Ice Cream,ready-to-drink,1,2026-07-29T15:25:37.952Z,,"{""Retailer Flavour"":""1 Bottle""}",1126,2462
6 Pack Supplements,https://6pack-supplements.co.uk,6753,29499,Applied Nutrition High Protein Shake 500ml,Vanilla Ice Cream / 8-Pack / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2021/05/applied-nutrition-shake-500g-vanilla-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-vanilla-ice-cream-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-vanilla-ice-cream-500ml/,,26.00,true,4.99,true,true,500,ml,Vanilla Ice Cream,ready-to-drink,8,2026-07-29T15:25:37.952Z,,"{""Pack"":""8"",""Retailer Flavour"":""8-Pack""}",1126,2463
6 Pack Supplements,https://6pack-supplements.co.uk,29502,29505,Applied Nutrition High Protein Shake 500ml,Banana Delight / 1 Bottle / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2025/07/applied-nutrition-shake-500g-banana-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-banana-delight-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-banana-delight-500ml/,,3.99,true,4.99,true,true,500,ml,Banana Delight,ready-to-drink,1,2026-07-29T15:25:38.106Z,,"{""Retailer Flavour"":""1 Bottle""}",1126,2464
6 Pack Supplements,https://6pack-supplements.co.uk,29502,29508,Applied Nutrition High Protein Shake 500ml,Banana Delight / 8-Pack / 500ml,Applied Nutrition,Protein Powder,,https://6pack-supplements.co.uk/wp-content/uploads/2025/07/applied-nutrition-shake-500g-banana-6pack-supplements.jpg,applied-nutrition-high-protein-shake-500ml,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-banana-delight-500ml/,https://6pack-supplements.co.uk/product/applied-nutition-high-protein-shake-banana-delight-500ml/,,26.00,true,4.99,true,true,500,ml,Banana Delight,ready-to-drink,8,2026-07-29T15:25:38.106Z,,"{""Pack"":""8"",""Retailer Flavour"":""8-Pack""}",1126,2465
