retailer_name,retailer_website,external_product_id,external_variant_id,product_name,variant_name,brand,category,description,image,slug,external_url,affiliate_url,external_gtin,price,shipping_known,shipping_cost,in_stock,is_for_sale,size,size_unit,flavour,product_format,pack_count,source_updated_at,external_sku,external_options,product_id,product_variant_id
6 Pack Supplements,https://6pack-supplements.co.uk,4880,4880,7Nutrition Peanut Butter Crunchy 1kg,Crunchy / 1kg,7Nutrition,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/7Nutrition-PEANUT-BUTTER-CRUNCHY-1kg-6-pack-supplements-readinkg-uk.jpg,7nutrition-peanut-butter-crunchy-1kg,https://6pack-supplements.co.uk/product/7nutrition-peanut-butter-crunchy-1kg-6-pack-supplements-reading-store-uk/,https://6pack-supplements.co.uk/product/7nutrition-peanut-butter-crunchy-1kg-6-pack-supplements-reading-store-uk/,,9.99,true,4.99,true,true,1000,g,Crunchy,spread,1,2026-07-28T12:00:39.983Z,5903111089863,"{""Flavour"":""Crunchy""}",1072,2272
6 Pack Supplements,https://6pack-supplements.co.uk,5079,5079,7Nutrition Seven Protein Bar 77g,Triple Chocolate / 77g,7Nutrition,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/triple-chocolate-7nutrition-protein-bar-6pack-supplements.jpg,7nutrition-seven-protein-bar-77g,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-triple-chocolate/,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-triple-chocolate/,,3.00,true,4.99,true,true,77,g,Triple Chocolate,bar,1,2026-07-28T12:00:40.916Z,5905358320365,"{""Flavour"":""Triple Chocolate""}",1073,2274
6 Pack Supplements,https://6pack-supplements.co.uk,30924,30924,7Nutrition Seven Protein Bar 77g,Salted Caramel / 77g,7Nutrition,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2025/08/salted-caramel-7nutrition-protein-bar-6pack-supplements.jpg,7nutrition-seven-protein-bar-77g,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-salted-caramel/,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-salted-caramel/,,3.00,true,4.99,true,true,77,g,Salted Caramel,bar,1,2026-07-28T12:00:41.808Z,5905358320372,"{""Flavour"":""Salted Caramel""}",1073,2275
6 Pack Supplements,https://6pack-supplements.co.uk,30930,30930,7Nutrition Seven Protein Bar 77g,Banana & Dark Chocolate / 77g,7Nutrition,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2025/08/banana-dark-chocolate-7nutrition-protein-bar-6pack-supplements.jpg,7nutrition-seven-protein-bar-77g,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-banana-dark-chocolate/,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-banana-dark-chocolate/,,3.00,true,4.99,true,true,77,g,Banana & Dark Chocolate,bar,1,2026-07-28T12:00:42.600Z,5905358320389,"{""Flavour"":""Banana & Dark Chocolate""}",1073,2276
6 Pack Supplements,https://6pack-supplements.co.uk,30936,30936,7Nutrition Seven Protein Bar 77g,White Chocolate / 77g,7Nutrition,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2025/08/white-chocolate-7nutrition-protein-bar-6pack-supplements.jpg,7nutrition-seven-protein-bar-77g,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-white-chocolate/,https://6pack-supplements.co.uk/product/7nutrition-seven-protein-bar-77g-white-chocolate/,,3.00,true,4.99,true,true,77,g,White Chocolate,bar,1,2026-07-28T12:00:44.566Z,5905358320396,"{""Flavour"":""White Chocolate""}",1073,2277
6 Pack Supplements,https://6pack-supplements.co.uk,5086,5086,Battle Snacks Battle Bites Protein Bar 62g,Red Velvet / 62g,Battle Bites,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/battle_bites_bar_protein_6pack_supplements_reading.jpg,battle-snacks-battle-bites-protein-bar-62g,https://6pack-supplements.co.uk/product/red-velvet-high-protein-bar-battle-bites/,https://6pack-supplements.co.uk/product/red-velvet-high-protein-bar-battle-bites/,5060318691753,2.50,true,4.99,true,true,62,g,Red Velvet,bar,1,2026-07-28T12:00:45.288Z,5060318691753,"{""Flavour"":""Red Velvet""}",384,2278
6 Pack Supplements,https://6pack-supplements.co.uk,5088,5088,Battle Snacks Battle Bites Protein Bar 62g,White Chocolate Toasted Marshmallow / 62g,Battle Bites,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/battle_bites_bar_protein_6pack_supplements_reading-9.jpg,battle-snacks-battle-bites-protein-bar-62g,https://6pack-supplements.co.uk/product/salted-caramel-high-protein-low-sugar-bar-2x-30g-skinny-food/,https://6pack-supplements.co.uk/product/salted-caramel-high-protein-low-sugar-bar-2x-30g-skinny-food/,5060318692125,2.50,true,4.99,false,true,62,g,White Chocolate Toasted Marshmallow,bar,1,2026-07-28T12:00:47.471Z,5060318692125,"{""Flavour"":""White Chocolate Toasted Marshmallow""}",384,2279
6 Pack Supplements,https://6pack-supplements.co.uk,5090,5090,Battle Snacks Battle Bites Protein Bar 62g,Carrot Cake / 62g,Battle Bites,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/battle_bites_bar_protein_6pack_supplements_reading-6.jpg,battle-snacks-battle-bites-protein-bar-62g,https://6pack-supplements.co.uk/product/carrot-cake-high-protein-bar-battle-bites/,https://6pack-supplements.co.uk/product/carrot-cake-high-protein-bar-battle-bites/,5060318691920,2.50,true,4.99,false,true,62,g,Carrot Cake,bar,1,2026-07-28T12:00:49.394Z,5060318691920,"{""Flavour"":""Carrot Cake""}",384,2280
6 Pack Supplements,https://6pack-supplements.co.uk,5091,5091,Battle Snacks Battle Bites Protein Bar 62g,Chocolate Caramel / 62g,Battle Bites,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/battle_bites_bar_protein_6pack_supplements_reading-4.jpg,battle-snacks-battle-bites-protein-bar-62g,https://6pack-supplements.co.uk/product/chocolate-caramel-high-protein-bar-battle-bites/,https://6pack-supplements.co.uk/product/chocolate-caramel-high-protein-bar-battle-bites/,500318691586,2.50,true,4.99,true,true,62,g,Chocolate Caramel,bar,1,2026-07-28T12:00:50.352Z,5060318691586,"{""Flavour"":""Chocolate Caramel""}",384,2281
6 Pack Supplements,https://6pack-supplements.co.uk,5092,5092,Battle Snacks Battle Bites Protein Bar 62g,Cookies & Cream / 62g,Battle Bites,Protein Bars,,https://6pack-supplements.co.uk/wp-content/uploads/2021/02/battle_bites_bar_protein_6pack_supplements_reading-8.jpg,battle-snacks-battle-bites-protein-bar-62g,https://6pack-supplements.co.uk/product/cookies-cream-high-protein-bar-battle-bites/,https://6pack-supplements.co.uk/product/cookies-cream-high-protein-bar-battle-bites/,5060318691562,2.50,true,4.99,true,true,62,g,Cookies & Cream,bar,1,2026-07-28T12:00:51.116Z,5060318691562,"{""Flavour"":""Cookies & Cream""}",384,2282
