retailer_name,retailer_website,external_product_id,external_variant_id,external_sku,external_options,product_name,variant_name,brand,category,description,image,slug,external_url,affiliate_url,external_gtin,price,shipping_known,shipping_cost,in_stock,is_for_sale,size,size_unit,flavour,product_format,pack_count,source_updated_at,product_id,product_variant_id,legacy_mapping_upgrade,legacy_mapping_optioned,legacy_duplicate_source_listing,legacy_identity_drift,retailer_product_id,expected_retailer_product_updated_at
GYM HIGH,https://gymhigh.co.uk,703,704,,"{""Size"":""600g"",""Flavour"":""Berry Bliss""}",GYM HIGH Vegan Plant-Based-Protein Blend 600g,Berry Bliss / 600g,GYM HIGH,Health Supplements,,,gym-high-vegan-plant-based-protein-blend-600g,https://gymhigh.co.uk/?post_type=product&p=703,https://gymhigh.co.uk/?post_type=product&p=703,,21.99,true,3.99,true,true,600,g,Berry Bliss,powder,1,,390,1064,true,true,false,false,78,2026-06-30T19:40:13.950723+00:00
