retailer_name,retailer_website,external_product_id,external_variant_id,product_name,variant_name,brand,category,description,image,slug,external_url,affiliate_url,external_gtin,price,shipping_known,shipping_cost,in_stock,is_for_sale,size,size_unit,flavour,product_format,pack_count,source_updated_at
Dolphin Fitness,https://www.dolphinfitness.co.uk,193943,193943-VANILLA,Optimum Nutrition 100% Plant Protein 684g,Vanilla / 684g,Optimum Nutrition,Whey Protein,,,optimum-nutrition-100-plant-protein-684g,https://www.dolphinfitness.co.uk/en/optimum-nutrition-gold-standard-100-percent-plant-684g/193943/vanilla,https://www.dolphinfitness.co.uk/en/optimum-nutrition-gold-standard-100-percent-plant-684g/193943/vanilla,,21.95,true,3.95,true,true,684,g,Vanilla,powder,1,
