retailer_name,retailer_website,product_id,product_variant_id,external_product_id,external_variant_id,external_sku,product_name,variant_name,brand,category,slug,external_url,affiliate_url,external_gtin,external_options,price,shipping_known,shipping_cost,in_stock,is_for_sale,image,size,size_unit,flavour,pack_count,product_format
"eBay UK","https://www.ebay.co.uk","468","2696","167559344554","v1|167559344554|467178581570","","Critical Cookie 12 x 73g","Double Chocolate Box of 12 / 73g","Applied Nutrition","Protein Bars","ebay-167559344554-467178581570","https://www.ebay.co.uk/itm/167559344554?var=467178581570","https://www.ebay.co.uk/itm/167559344554?var=467178581570&mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050","658556043530","{""Size"":""73g"",""Flavour"":""Double Chocolate"",""Pack Count"":12}","26.99","true","0","true","true","https://i.ebayimg.com/images/g/w3IAAOSwFx5oPsDo/s-l1600.jpg","73g","g","Double Chocolate","12","snack"
"eBay UK","https://www.ebay.co.uk","176","227","373250053773","v1|373250053773|0","","Olimp Chela Mag B6 Forte 60 Capsules","Default","Olimp","Vitamins","ebay-373250053773","https://www.ebay.co.uk/itm/373250053773","https://www.ebay.co.uk/itm/373250053773?mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050","5901330022685","{}","14.49","true","0","true","true","https://i.ebayimg.com/images/g/-7kAAeSwVZdptpLw/s-l1600.jpg","","","","1",""
"eBay UK","https://www.ebay.co.uk","348","1063","188580263639","v1|188580263639|0","","Ghost Greens 330g","Lime / 330g","Ghost","Health Supplements","ebay-188580263639","https://www.ebay.co.uk/itm/188580263639","https://www.ebay.co.uk/itm/188580263639?mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050","810028291898","{""Size"":""330g"",""Flavour"":""Lime""}","38.5","true","0","true","true","https://i.ebayimg.com/images/g/Dz4AAeSwrzFqQ6lV/s-l1600.jpg","330g","g","Lime","1","powder"
"eBay UK","https://www.ebay.co.uk","338","1785","406077156302","v1|406077156302|677152097372","","Applied Nutrition Clear Whey Protein 875g","Slush Puppie Cherry Chill / 875g","Applied Nutrition","Whey Protein","ebay-406077156302-677152097372","https://www.ebay.co.uk/itm/406077156302?var=677152097372","https://www.ebay.co.uk/itm/406077156302?var=677152097372&mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050","5056555214503","{""Size"":""875g"",""Flavour"":""Slush Puppie Cherry Chill""}","43.99","true","3.99","true","true","https://cdn.shopify.com/s/files/1/0710/8932/4300/files/6AD21A54-0C10-47F4-8063-2554E38218E5.jpg?v=1779710115","875g","g","Slush Puppie Cherry Chill","1","powder"
"eBay UK","https://www.ebay.co.uk","789","1087","236709473396","v1|236709473396|537208106162","","Per4m Pre-Workout Stim 570g","Lemon Sherbet Fizz / 570g","Per4m","Pre Workout","ebay-236709473396-537208106162","https://www.ebay.co.uk/itm/236709473396?var=537208106162","https://www.ebay.co.uk/itm/236709473396?var=537208106162&mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050&amdata=enc%3AAQALAAAAoGfYFPkwiKCW4ZNSs2u11xAaZ6cMIR%2BzllnOQZ9GI6FKH9ZUn6IBlDqg87r6zwNFV%2BmzZf7UhpcvHpZv0Qr9UDjM01oq76ZiMxjabLC2pDXAr4QO14PewFxjBX1W%2BNcvUpVFOf9%2F284KUKrS2%2BPpFeG0AFyPkBHuM0Y95i1xXPqvh3Wrd3Rvd1GQgqtpTp4ACh%2FHnZ4hTcNg9Kx7PrdnBiI%3D","3000992025781","{""Size"":""570g"",""Flavour"":""Lemon Sherbet Fizz""}","29.99","true","0","true","true","https://i.ebayimg.com/images/g/va4AAeSwYnNpwqo~/s-l1600.jpg","570g","g","Lemon Sherbet Fizz","1","powder"
"eBay UK","https://www.ebay.co.uk","67","1033","206313508150","v1|206313508150|507030098401","","BioTech USA Micellar Casein 908g","Chocolate / 908g","BioTech USA","Whey Protein","ebay-206313508150-507030098401","https://www.ebay.co.uk/itm/206313508150?var=507030098401","https://www.ebay.co.uk/itm/206313508150?var=507030098401&mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050","5999076232857","{""Size"":""908g"",""Flavour"":""Chocolate""}","35.08","true","14.58","true","true","https://i.ebayimg.com/images/g/fp0AAOSwu~lklaKx/s-l1600.jpg","908g","g","Chocolate","1","powder"
"eBay UK","https://www.ebay.co.uk","77","1009","354815561341","v1|354815561341|624134728915","","Boditronics Diet Whey 900g","Vanilla Ice Cream / 900g","Boditronics","Whey Protein","ebay-354815561341-624134728915","https://www.ebay.co.uk/itm/354815561341?var=624134728915","https://www.ebay.co.uk/itm/354815561341?var=624134728915&mkevt=1&mkcid=1&mkrid=710-53481-19255-0&campid=5339189922&customid=&toolid=10050&amdata=enc%3AAQALAAAAoGfYFPkwiKCW4ZNSs2u11xBPs3djH%2BDh9w6tvzbf%2FZ1qtJmx8vBWnQrSZtp4f2n%2FZv4bktXrAIT2DivDI5MPpTYniWBAoo9vhGLCyb%2FIu8Eim5V7lFHWbiCEPBUMwZeBICw86UDak7UXizsLvXOHo6Iw2HWdfh5nBpHCGTPwqxdt2HCZ%2FwV0PlQ4crdhQ4uDSDDTHKysrwlTLwaD6f18EgI%3D","5060211301674","{""Size"":""900g"",""Flavour"":""Vanilla Ice Cream""}","26.29","true","0","true","true","https://i.ebayimg.com/images/g/Y98AAOSwwdhkdHg6/s-l1600.jpg","900g","g","Vanilla Ice Cream","1","powder"
